0,1,0,0,0,-2439,1
0,1,1,0,0,-15000,1
0,2,1,0,0,-16665,1
0,2,2,0,0,-18301,1
0,3,2,0,0,-18454,1
0,4,2,0,0,-21495,1
0,5,2,0,0,-23937,1
0,6,2,0,0,-25654,1
0,7,2,0,0,-29456,1
0,7,3,0,0,-34791,1
0,7,4,0,0,-50589,1
0,8,4,0,0,-61385,1
0,9,4,0,0,-62029,1
0,9,5,0,0,-62665,1
0,10,5,1,0,-77977,1
0,10,6,0,0,-80856,1
0,11,6,0,0,-92018,1
0,12,6,0,0,-92729,1
0,13,6,0,0,-93320,1
0,14,6,0,0,-95134,1
0,14,7,0,0,-96114,1
0,14,8,0,0,-96618,1
0,15,8,0,0,-99635,1
0,16,8,0,0,-102237,1
0,17,8,0,0,-114166,1
0,18,8,0,0,-116347,1
0,18,9,0,0,-117000,1
0,18,10,0,0,-128976,1
0,19,10,0,0,-133926,1
0,20,10,1,0,-136271,1
0,20,11,0,0,-136776,1
0,21,11,0,0,-141408,1
0,21,12,0,0,-144773,1
0,22,12,0,0,-151192,1
0,23,12,0,0,-153330,1
0,24,12,0,0,-163819,1
0,25,12,0,0,-165691,1
0,25,13,0,0,-169070,1
0,25,14,0,0,-179494,1
0,25,15,0,0,-189665,1
0,26,15,0,0,-200726,1
0,27,15,0,0,-206846,1
0,27,16,0,0,-207846,1
0,27,17,0,0,-208512,1
0,28,17,0,0,-212234,1
0,29,17,0,0,-212795,1
0,29,18,0,0,-225049,1
0,30,18,1,0,-231204,1
0,31,18,0,0,-231944,1
0,32,18,0,0,-235847,1
0,33,18,0,0,-236637,1
0,34,18,0,0,-244882,1
0,34,19,0,0,-245910,1
0,35,19,0,0,-247890,1
0,35,20,0,0,-256105,1
0,36,20,0,0,-256380,1
0,36,21,0,0,-259994,1
0,37,21,0,0,-268252,1
0,37,22,0,0,-272873,1
0,38,22,0,0,-297724,1
0,38,23,0,0,-331732,1
0,39,23,0,0,-332731,1
0,39,24,0,0,-335225,1
0,40,24,1,0,-341170,1
0,41,24,0,0,-367028,1
0,41,25,0,0,-400841,1
0,41,26,0,0,-403438,1
0,42,26,0,0,-406058,1
0,43,26,0,0,-406619,1
0,44,26,0,0,-407639,1
0,44,27,0,0,-420837,1
0,45,27,0,0,-422122,1
0,46,27,0,0,-430336,1
0,46,28,0,0,-432612,1
0,47,28,0,0,-439627,1
0,48,28,0,0,-441364,1
0,48,29,0,0,-454386,1
0,49,29,0,0,-456502,1
0,49,30,0,0,-458129,1
0,50,30,1,0,-458788,1
0,50,31,0,0,-460463,1
0,51,31,0,0,-466256,1
0,52,31,0,0,-466754,1
0,53,31,0,0,-467276,1
0,54,31,0,0,-469757,1
0,54,32,0,0,-470671,1
0,55,32,0,0,-485805,1
0,55,33,0,0,-488422,1
0,56,33,0,0,-491331,1
0,56,34,0,0,-492308,1
0,57,34,0,0,-500112,1
0,58,34,0,0,-500871,1
0,59,34,0,0,-504945,1
0,60,34,1,0,-506272,1
0,60,35,0,0,-507233,1
0,61,35,0,0,-508259,1
0,62,35,0,0,-508546,1
0,63,35,0,0,-508720,1
