0,0,1,0,0,-7629
0,0,2,0,0,-8230
0,1,2,0,0,-23158
0,2,2,0,0,-27625
0,3,2,0,0,-28188
0,4,2,0,0,-29425
0,5,2,0,0,-35256
0,5,3,0,0,-41758
0,5,4,0,0,-46692
0,6,4,0,0,-52367
0,6,5,0,0,-53074
0,7,5,0,0,-54948
0,8,5,0,0,-68138
0,9,5,0,0,-75085
0,10,5,1,0,-75609
0,10,6,0,0,-84038
0,11,6,0,0,-92106
0,12,6,0,0,-96759
0,13,6,0,0,-98313
0,13,7,0,0,-103225
0,13,8,0,0,-106794
0,14,8,0,0,-111445
0,14,9,0,0,-121361
0,15,9,0,0,-121956
0,16,9,0,0,-124202
0,16,10,0,0,-128855
0,16,11,0,0,-129881
0,16,12,0,0,-138281
0,17,12,0,0,-143004
0,17,13,0,0,-146236
0,18,13,0,0,-146969
0,19,13,0,0,-152381
0,20,13,1,0,-152699
0,20,14,0,0,-155831
0,20,15,0,0,-158817
0,21,15,0,0,-160846
0,21,16,0,0,-182849
0,22,16,0,0,-183444
0,23,16,0,0,-184977
0,23,17,0,0,-191486
0,24,17,0,0,-193019
0,25,17,0,0,-193582
0,26,17,0,0,-199511
0,26,18,0,0,-202087
0,27,18,0,0,-202800
0,28,18,0,0,-203393
0,28,19,0,0,-208421
0,29,19,0,0,-208984
0,29,20,0,0,-214963
0,29,21,0,0,-215467
0,29,22,0,0,-216139
0,29,23,0,1,-220077
0,30,23,0,0,-224065
0,30,24,0,0,-226868
0,30,25,0,0,-229935
0,31,25,0,0,-232017
0,31,26,0,0,-242288
0,32,26,0,0,-257336
0,33,26,0,0,-264208
0,34,26,0,0,-266273
0,35,26,0,0,-272713
0,36,26,0,0,-273276
0,36,27,0,0,-284422
0,37,27,0,0,-284886
0,37,28,0,0,-285383
0,38,28,0,0,-286750
0,39,28,1,0,-290274
0,39,29,0,0,-294674
0,40,29,0,0,-295961
0,41,29,0,0,-299358
0,42,29,0,0,-300712
0,43,29,0,0,-303472
0,44,29,0,0,-307733
0,44,30,0,0,-308873
0,44,31,0,0,-317089
0,45,31,0,0,-319018
0,46,31,0,0,-320474
0,47,31,0,0,-322188
0,47,32,0,0,-330463
0,47,33,0,0,-330979
0,48,33,0,0,-331774
0,48,34,0,0,-332528
0,49,34,1,0,-333916
0,50,34,0,0,-335741
0,50,35,0,0,-344966
0,51,35,0,0,-347228
0,52,35,0,0,-360096
0,52,36,0,0,-376776
0,52,37,0,0,-383502
0,53,37,0,0,-384095
0,54,37,0,0,-384837
0,54,38,0,0,-390878
0,55,38,0,0,-391539
0,56,38,0,0,-392870
0,57,38,0,0,-394601
0,58,38,0,0,-397745
0,58,39,0,0,-406298
0,58,40,0,0,-415278
0,59,40,1,0,-417215
0,60,40,0,0,-418106
0,61,40,0,0,-418839
0,62,40,0,0,-424547
0,63,40,0,0,-425971
0,64,40,0,0,-434890
0,65,40,0,0,-436916
0,66,40,0,0,-444562
0,67,40,0,0,-445772
0,68,40,0,0,-449001
0,69,40,1,0,-454987
0,69,41,0,0,-455893
0,70,41,0,0,-459523
0,71,41,0,0,-460236
0,71,42,0,0,-460972
0,71,43,0,0,-463831
0,71,44,0,0,-466473
0,72,44,0,0,-469397
0,73,44,0,0,-472604
0,73,45,0,0,-474940
0,74,45,0,0,-475404
0,75,45,0,0,-476063
0,75,46,0,0,-475950
0,76,46,0,0,-477257
0,76,47,0,0,-477848
0,77,47,0,0,-479132
0,78,47,0,0,-480815
0,79,47,1,0,-481786
0,80,47,0,0,-574332
0,81,47,0,0,-576616
0,82,47,0,0,-578666
0,83,47,0,0,-581073
0,83,48,0,0,-583936
0,84,48,0,0,-585394
0,84,49,0,0,-590008
0,85,49,0,0,-617204
0,85,50,0,0,-637269
0,86,50,0,0,-637832
0,87,50,0,0,-639794
0,88,50,0,0,-643369
0,89,50,1,0,-644577
0,90,50,0,0,-645172
0,91,50,0,0,-646705
0,91,51,0,0,-653960
0,91,52,0,0,-665782
0,91,53,0,0,-676199
0,91,54,0,0,-676606
0,91,55,0,0,-683138
0,92,55,0,0,-683505
0,92,56,0,0,-684728
0,92,57,0,0,-686705
0,92,58,0,0,-703407
0,93,58,0,0,-707434
0,94,58,0,0,-707694
0,94,59,0,0,-711260
0,95,59,0,0,-711921
0,95,60,0,1,-727356
0,95,61,0,0,-732920
0,95,62,0,0,-741202
0,95,63,0,0,-747112
0,95,64,0,0,-748601
0,95,65,0,0,-756329
0,95,66,0,0,-758567
0,95,67,0,0,-761271
0,96,67,0,0,-761950
0,97,67,0,0,-765039
0,98,67,0,0,-768159
0,98,68,0,0,-771233
0,99,68,0,0,-771409
0,100,68,0,0,-774136
0,101,68,0,0,-774729
0,102,68,0,0,-775937
0,102,69,0,0,-779415
0,103,69,0,0,-787708
0,103,70,0,1,-791232
0,104,70,0,0,-795366
0,105,70,0,0,-796653
0,105,71,0,0,-828825
0,106,71,0,0,-832876
0,106,72,0,0,-833381
0,107,72,0,0,-834640
0,107,73,0,0,-845324
