0,1,0,0,0,-4043,1
0,1,1,0,0,-15214,1
0,1,2,0,0,-19410,1
0,1,3,0,0,-23939,1
0,1,4,0,0,-25437,1
0,2,4,0,0,-26751,1
0,2,5,0,0,-34294,1
0,3,5,0,0,-34855,1
0,3,6,0,0,-37276,1
0,4,6,0,0,-37837,1
0,5,6,0,0,-39314,1
0,5,7,0,0,-46629,1
0,6,7,0,0,-47288,1
0,6,8,0,0,-48268,1
0,6,9,0,0,-48437,1
0,6,10,0,1,-48621,1
0,7,10,0,0,-49212,1
0,7,11,0,0,-53515,1
0,8,11,0,0,-54790,1
0,8,12,0,0,-57641,1
0,8,13,0,0,-66028,1
0,9,13,0,0,-66564,1
0,9,14,0,0,-74205,1
0,9,15,0,0,-75165,1
0,9,16,0,0,-81166,1
0,9,17,0,0,-82555,1
0,10,17,0,0,-84737,1
0,11,17,0,0,-84886,1
0,11,18,0,0,-103878,1
0,11,19,0,0,-104857,1
0,11,20,0,1,-109053,1
0,12,20,0,0,-113263,1
0,13,20,0,0,-113544,1
0,13,21,0,0,-116930,1
0,14,21,0,0,-117782,1
0,14,22,0,0,-120540,1
0,15,22,0,0,-121012,1
0,16,22,0,0,-127889,1
0,16,23,0,0,-131624,1
0,17,23,0,0,-134365,1
0,18,23,0,0,-137019,1
0,19,23,0,0,-140721,1
0,20,23,0,0,-141339,1
0,21,23,1,0,-143778,1
0,21,24,0,0,-146514,1
0,22,24,0,0,-151808,1
0,23,24,0,0,-153042,1
0,23,25,0,0,-153925,1
0,24,25,0,0,-157583,1
0,25,25,0,0,-158722,1
0,25,26,0,0,-159695,1
0,26,26,0,0,-160236,1
0,26,27,0,0,-162782,1
0,27,27,0,0,-163375,1
0,28,27,0,0,-166327,1
0,28,28,0,0,-168494,1
0,29,28,0,0,-169087,1
0,29,29,0,0,-169867,1
0,30,29,0,0,-170329,1
0,31,29,1,0,-171660,1
0,31,30,0,0,-174968,1
0,32,30,0,0,-175561,1
0,33,30,0,0,-179011,1
0,34,30,0,0,-179162,1
0,35,30,0,0,-181340,1
0,36,30,0,0,-185604,1
0,36,31,0,0,-187150,1
0,37,31,0,0,-190876,1
0,37,32,0,0,-191380,1
0,38,32,0,0,-191973,1
0,39,32,0,0,-193548,1
0,39,33,0,0,-201377,1
0,39,34,0,0,-215186,1
0,40,34,0,0,-217622,1
0,41,34,1,0,-218183,1
0,41,35,0,0,-221502,1
0,41,36,0,0,-222166,1
0,42,36,0,0,-226169,1
0,43,36,0,0,-228078,1
0,44,36,0,0,-228252,1
0,45,36,0,0,-237780,1
0,45,37,0,0,-241546,1
0,46,37,0,0,-242413,1
0,46,38,0,0,-242525,1
0,47,38,0,0,-243151,1
0,48,38,0,0,-243655,1
0,48,39,0,0,-244414,1
0,49,39,0,0,-245207,1
0,50,39,0,0,-245798,1
0,50,40,0,0,-249612,1
0,50,41,0,0,-252061,1
0,50,42,0,0,-283395,1
0,50,43,0,0,-283679,1
0,51,43,1,0,-288864,1
0,51,44,0,0,-295719,1
0,52,44,0,0,-297340,1
0,52,45,0,0,-299955,1
0,53,45,0,0,-300614,1
0,53,46,0,0,-304352,1
0,54,46,0,0,-304945,1
0,55,46,0,0,-308124,1
0,55,47,0,0,-309181,1
0,55,48,0,0,-310280,1
0,56,48,0,0,-310873,1
0,57,48,0,0,-312404,1
0,57,49,0,0,-312947,1
0,58,49,0,0,-313263,1
0,58,50,0,0,-314935,1
0,58,51,0,0,-319191,1
0,58,52,0,0,-320161,1
0,58,53,0,1,-329012,1
0,59,53,0,0,-329605,1
0,59,54,0,0,-331903,1
0,60,54,0,0,-344591,1
0,60,55,0,0,-347110,1
0,61,55,0,0,-348434,1
0,62,55,0,0,-353427,1
0,62,56,0,0,-354864,1
0,62,57,0,0,-356988,1
0,63,57,0,0,-359728,1
0,64,57,0,0,-369095,1
0,64,58,0,0,-369768,1
0,64,59,0,0,-374034,1
0,65,59,0,0,-374627,1
0,65,60,0,0,-372156,1
0,66,60,0,0,-374166,1
0,67,60,0,0,-374336,1
0,67,61,0,0,-374881,1
0,68,61,1,0,-378192,1
0,68,62,0,0,-380131,1
0,68,63,0,0,-380296,1
0,68,64,0,0,-380507,1
0,68,65,0,0,-380670,1
0,69,65,0,0,-381701,1
0,69,66,0,0,-376530,1
0,70,66,0,0,-376842,1
0,71,66,0,0,-380964,1
0,72,66,0,0,-383265,1
0,73,66,0,0,-385098,1
0,73,67,0,0,-386750,1
0,73,68,0,0,-387254,1
0,74,68,0,0,-387847,1
0,75,68,0,0,-388580,1
0,75,69,0,0,-398431,1
0,75,70,0,0,-400002,1
0,76,70,0,0,-400595,1
0,76,71,0,1,-402808,1
0,77,71,0,0,-403401,1
0,78,71,0,0,-404491,1
0,78,72,0,0,-405546,1
0,78,73,0,0,-406192,1
0,79,73,0,0,-406785,1
0,79,74,0,0,-419095,1
0,80,74,0,0,-419754,1
0,80,75,0,0,-421026,1
0,80,76,0,0,-424504,1
0,81,76,0,0,-425097,1
0,81,77,0,0,-425279,1
0,82,77,0,0,-425870,1
0,83,77,0,0,-428163,1
0,84,77,0,0,-428299,1
0,85,77,0,0,-430775,1
0,85,78,0,0,-430889,1
0,86,78,1,0,-433745,1
0,87,78,0,0,-435045,1
0,88,78,0,0,-436357,1
