,agent,opponent
2089,1167,924
2090,1167,925
2091,1167,926
2092,1168,926
2093,1169,926
2094,1169,927
2095,1170,927
2096,1170,928
2097,1171,928
2098,1172,928
2099,1173,928
2100,1173,929
2101,1174,929
2102,1174,930
2103,1174,931
2104,1174,932
2105,1174,933
2106,1175,933
2107,1175,934
2108,1175,935
2109,1176,935
2110,1177,935
2111,1178,935
2112,1179,935
2113,1180,935
2114,1180,936
2115,1181,936
2116,1181,937
2117,1182,937
2118,1183,937
2119,1183,938
2120,1183,939
2121,1183,940
2122,1183,941
2123,1183,942
2124,1184,942
2125,1185,942
2126,1186,942
2127,1187,942
2128,1187,943
2129,1187,944
2130,1188,944
2131,1188,945
2132,1189,945
2133,1190,945
2134,1191,945
2135,1192,945
2136,1192,946
2137,1193,946
2138,1194,946
2139,1195,946
2140,1195,947
2141,1195,948
2142,1196,948
2143,1196,949
2144,1197,949
2145,1197,950
2146,1197,951
2147,1197,952
2148,1198,952
2149,1198,953
2150,1199,953
2151,1199,954
2152,1199,955
2153,1200,955
2154,1201,955
2155,1201,956
2156,1201,957
2157,1201,958
2158,1202,958
2159,1202,959
2160,1202,960
2161,1203,960
2162,1204,960
2163,1204,961
2164,1204,962
2165,1205,962
2166,1206,962
2167,1206,963
2168,1207,963
2169,1207,964
2170,1207,965
2171,1207,966
2172,1208,966
2173,1209,966
2174,1210,966
2175,1210,967
2176,1210,968
2177,1210,969
2178,1210,970
2179,1210,971
2180,1210,972
2181,1210,973
2182,1211,973
2183,1211,974
2184,1211,975
2185,1212,975
2186,1213,975
2187,1214,975
2188,1215,975
2189,1216,975
2190,1217,975
2191,1218,975
2192,1219,975
2193,1220,975
2194,1220,976
2195,1221,976
2196,1222,976
2197,1223,976
2198,1223,977
2199,1223,978
2200,1223,979
2201,1224,979
2202,1224,980
2203,1225,980
2204,1225,981
2205,1226,981
2206,1227,981
2207,1227,982
2208,1228,982
2209,1228,983
2210,1229,983
2211,1229,984
2212,1230,984
2213,1231,984
2214,1231,985
2215,1231,986
2216,1232,986
2217,1232,987
2218,1232,988
2219,1233,988
2220,1233,989
2221,1234,989
2222,1235,989
2223,1235,990
2224,1236,990
2225,1237,990
2226,1238,990
2227,1239,990
2228,1240,990
2229,1240,991
2230,1240,992
2231,1240,993
2232,1241,993
2233,1241,994
2234,1241,995
2235,1242,995
2236,1242,996
2237,1242,997
2238,1242,998
2239,1243,998
2240,1243,999
2241,1243,1000
2242,1244,1000
2243,1245,1000
2244,1245,1001
2245,1245,1002
2246,1246,1002
2247,1247,1002
2248,1248,1002
2249,1249,1002
2250,1250,1002
2251,1251,1002
2252,1252,1002
2253,1253,1002
2254,1254,1002
2255,1255,1002
2256,1255,1003
2257,1256,1003
2258,1257,1003
2259,1258,1003
2260,1259,1003
2261,1259,1004
2262,1260,1004
2263,1261,1004
2264,1262,1004
2265,1262,1005
2266,1263,1005
2267,1264,1005
2268,1265,1005
2269,1265,1006
2270,1266,1006
2271,1267,1006
2272,1267,1007
2273,1268,1007
2274,1269,1007
2275,1269,1008
2276,1270,1008
2277,1271,1008
2278,1272,1008
2279,1273,1008
2280,1274,1008
2281,1274,1009
2282,1275,1009
2283,1276,1009
2284,1276,1010
2285,1276,1011
2286,1277,1011
2287,1278,1011
2288,1279,1011
2289,1280,1011
2290,1281,1011
2291,1282,1011
2292,1282,1012
2293,1282,1013
2294,1283,1013
2295,1284,1013
2296,1285,1013
2297,1286,1013
2298,1286,1014
2299,1287,1014
2300,1288,1014
2301,1288,1015
2302,1288,1016
2303,1289,1016
2304,1290,1016
2305,1290,1017
2306,1291,1017
2307,1292,1017
2308,1292,1018
2309,1293,1018
2310,1294,1018
2311,1295,1018
2312,1296,1018
2313,1296,1019
2314,1296,1020
2315,1297,1020
2316,1298,1020
2317,1299,1020
2318,1300,1020
2319,1300,1021
2320,1300,1022
2321,1301,1022
2322,1302,1022
2323,1302,1023
2324,1303,1023
2325,1304,1023
2326,1304,1024
2327,1304,1025
2328,1305,1025
2329,1306,1025
2330,1307,1025
2331,1308,1025
2332,1309,1025
2333,1310,1025
2334,1310,1026
2335,1311,1026
2336,1312,1026
2337,1312,1027
2338,1313,1027
2339,1314,1027
2340,1315,1027
2341,1316,1027
2342,1317,1027
2343,1318,1027
2344,1319,1027
2345,1320,1027
2346,1320,1028
2347,1321,1028
2348,1322,1028
2349,1323,1028
2350,1324,1028
2351,1325,1028
2352,1326,1028
2353,1326,1029
2354,1327,1029
2355,1328,1029
2356,1329,1029
2357,1330,1029
2358,1331,1029
2359,1331,1030
2360,1332,1030
2361,1332,1031
2362,1333,1031
2363,1334,1031
2364,1334,1032
2365,1334,1033
2366,1335,1033
2367,1336,1033
2368,1337,1033
2369,1338,1033
2370,1339,1033
2371,1339,1034
2372,1339,1035
2373,1340,1035
2374,1341,1035
2375,1341,1036
2376,1341,1037
2377,1342,1037
2378,1343,1037
2379,1344,1037
2380,1345,1037
2381,1346,1037
2382,1346,1038
2383,1347,1038
2384,1348,1038
2385,1349,1038
2386,1350,1038
2387,1350,1039
2388,1351,1039
2389,1352,1039
2390,1353,1039
2391,1354,1039
2392,1355,1039
2393,1355,1040
2394,1356,1040
2395,1356,1041
2396,1357,1041
2397,1358,1041
2398,1359,1041
2399,1360,1041
2400,1361,1041
2401,1361,1042
2402,1361,1043
2403,1361,1044
2404,1362,1044
2405,1363,1044
2406,1363,1045
2407,1364,1045
2408,1365,1045
2409,1365,1046
2410,1365,1047
2411,1366,1047
2412,1367,1047
2413,1367,1048
2414,1368,1048
2415,1369,1048
2416,1370,1048
2417,1371,1048
2418,1371,1049
2419,1372,1049
2420,1372,1050
2421,1373,1050
2422,1374,1050
2423,1374,1051
2424,1374,1052
2425,1374,1053
2426,1374,1054
2427,1375,1054
2428,1376,1054
2429,1377,1054
2430,1377,1055
2431,1377,1056
2432,1378,1056
2433,1379,1056
2434,1379,1057
2435,1379,1058
2436,1380,1058
2437,1381,1058
2438,1381,1059
2439,1382,1059
2440,1382,1060
2441,1382,1061
2442,1383,1061
2443,1384,1061
2444,1384,1062
2445,1385,1062
2446,1385,1063
2447,1385,1064
2448,1386,1064
2449,1387,1064
2450,1388,1064
2451,1389,1064
2452,1390,1064
2453,1390,1065
2454,1391,1065
2455,1392,1065
2456,1392,1066
2457,1392,1067
2458,1393,1067
2459,1394,1067
2460,1395,1067
2461,1396,1067
2462,1397,1067
2463,1398,1067
2464,1399,1067
2465,1400,1067
2466,1401,1067
2467,1402,1067
2468,1403,1067
2469,1404,1067
2470,1405,1067
2471,1406,1067
2472,1407,1067
2473,1408,1067
2474,1408,1068
2475,1409,1068
2476,1409,1069
2477,1409,1070
2478,1409,1071
2479,1410,1071
2480,1410,1072
2481,1410,1073
2482,1410,1074
2483,1410,1075
2484,1411,1075
2485,1412,1075
2486,1412,1076
2487,1412,1077
2488,1413,1077
2489,1414,1077
2490,1415,1077
2491,1416,1077
2492,1417,1077
2493,1418,1077
2494,1419,1077
2495,1420,1077
2496,1421,1077
2497,1422,1077
2498,1423,1077
2499,1424,1077
2500,1425,1077
2501,1425,1078
2502,1425,1079
2503,1426,1079
2504,1426,1080
2505,1427,1080
2506,1428,1080
2507,1429,1080
2508,1430,1080
2509,1430,1081
2510,1431,1081
2511,1432,1081
2512,1432,1082
2513,1432,1083
2514,1433,1083
2515,1434,1083
2516,1435,1083
2517,1436,1083
2518,1437,1083
2519,1438,1083
2520,1439,1083
2521,1440,1083
2522,1441,1083
2523,1442,1083
2524,1443,1083
2525,1443,1084
2526,1443,1085
2527,1444,1085
2528,1445,1085
2529,1445,1086
2530,1446,1086
2531,1447,1086
2532,1447,1087
2533,1447,1088
2534,1448,1088
2535,1449,1088
2536,1450,1088
2537,1451,1088
2538,1452,1088
2539,1452,1089
2540,1453,1089
2541,1454,1089
2542,1455,1089
2543,1455,1090
2544,1456,1090
2545,1457,1090
2546,1458,1090
2547,1459,1090
2548,1459,1091
2549,1460,1091
2550,1461,1091
2551,1461,1092
2552,1462,1092
2553,1463,1092
2554,1463,1093
2555,1463,1094
2556,1464,1094
2557,1465,1094
2558,1465,1095
2559,1465,1096
2560,1466,1096
2561,1467,1096
2562,1468,1096
2563,1469,1096
2564,1470,1096
2565,1470,1097
2566,1470,1098
2567,1471,1098
2568,1472,1098
2569,1472,1099
2570,1472,1100
2571,1473,1100
2572,1474,1100
2573,1475,1100
2574,1476,1100
2575,1477,1100
2576,1478,1100
2577,1478,1101
2578,1479,1101
2579,1480,1101
2580,1480,1102
2581,1480,1103
2582,1481,1103
2583,1481,1104
2584,1482,1104
2585,1482,1105
2586,1482,1106
2587,1483,1106
2588,1484,1106
2589,1485,1106
2590,1486,1106
2591,1486,1107
2592,1486,1108
2593,1487,1108
2594,1488,1108
2595,1489,1108
2596,1490,1108
2597,1491,1108
2598,1491,1109
2599,1492,1109
2600,1493,1109
2601,1493,1110
2602,1494,1110
2603,1495,1110
2604,1496,1110
2605,1497,1110
2606,1498,1110
2607,1498,1111
2608,1498,1112
2609,1499,1112
2610,1500,1112
2611,1501,1112
2612,1502,1112
2613,1503,1112
2614,1503,1113
2615,1503,1114
2616,1504,1114
2617,1505,1114
2618,1506,1114
2619,1507,1114
2620,1508,1114
2621,1508,1115
2622,1509,1115
2623,1510,1115
2624,1510,1116
2625,1511,1116
2626,1512,1116
2627,1512,1117
2628,1512,1118
2629,1513,1118
2630,1514,1118
2631,1515,1118
2632,1516,1118
2633,1516,1119
2634,1517,1119
2635,1518,1119
2636,1518,1120
2637,1518,1121
2638,1519,1121
2639,1520,1121
2640,1521,1121
2641,1522,1121
2642,1523,1121
2643,1524,1121
2644,1525,1121
2645,1526,1121
2646,1527,1121
2647,1527,1122
2648,1528,1122
2649,1529,1122
2650,1530,1122
2651,1531,1122
2652,1532,1122
2653,1532,1123
2654,1533,1123
2655,1534,1123
2656,1534,1124
2657,1535,1124
2658,1536,1124
2659,1536,1125
2660,1537,1125
2661,1538,1125
2662,1539,1125
2663,1540,1125
2664,1540,1126
2665,1541,1126
2666,1542,1126
2667,1543,1126
2668,1544,1126
2669,1544,1127
2670,1545,1127
2671,1546,1127
2672,1547,1127
2673,1548,1127
2674,1549,1127
2675,1550,1127
2676,1551,1127
2677,1551,1128
2678,1552,1128
2679,1553,1128
2680,1554,1128
2681,1555,1128
2682,1555,1129
2683,1556,1129
2684,1557,1129
2685,1558,1129
2686,1559,1129
2687,1560,1129
2688,1561,1129
2689,1561,1130
2690,1561,1131
2691,1562,1131
2692,1563,1131
2693,1563,1132
2694,1563,1133
2695,1564,1133
2696,1565,1133
2697,1565,1134
2698,1565,1135
2699,1566,1135
2700,1567,1135
2701,1567,1136
2702,1567,1137
2703,1568,1137
2704,1569,1137
2705,1570,1137
2706,1571,1137
2707,1572,1137
2708,1572,1138
2709,1572,1139
2710,1573,1139
2711,1574,1139
2712,1575,1139
2713,1576,1139
2714,1577,1139
2715,1577,1140
2716,1578,1140
2717,1579,1140
2718,1580,1140
2719,1581,1140
2720,1581,1141
2721,1581,1142
2722,1582,1142
2723,1583,1142
2724,1584,1142
2725,1585,1142
2726,1586,1142
2727,1587,1142
2728,1588,1142
2729,1589,1142
2730,1590,1142
2731,1591,1142
2732,1591,1143
2733,1591,1144
2734,1592,1144
2735,1593,1144
2736,1594,1144
2737,1595,1144
2738,1596,1144
2739,1596,1145
2740,1597,1145
2741,1598,1145
2742,1598,1146
2743,1599,1146
2744,1600,1146
2745,1601,1146
2746,1602,1146
2747,1602,1147
2748,1603,1147
2749,1604,1147
2750,1604,1148
2751,1605,1148
2752,1606,1148
2753,1606,1149
2754,1606,1150
2755,1607,1150
2756,1608,1150
2757,1608,1151
2758,1608,1152
2759,1608,1153
2760,1608,1154
2761,1609,1154
2762,1610,1154
2763,1611,1154
2764,1611,1155
2765,1611,1156
2766,1611,1157
2767,1611,1158
2768,1612,1158
2769,1613,1158
2770,1613,1159
2771,1614,1159
2772,1615,1159
2773,1615,1160
2774,1616,1160
2775,1617,1160
2776,1617,1161
2777,1618,1161
2778,1619,1161
2779,1620,1161
2780,1620,1162
2781,1620,1163
2782,1621,1163
2783,1622,1163
2784,1623,1163
2785,1624,1163
2786,1625,1163
2787,1625,1164
2788,1625,1165
2789,1626,1165
2790,1627,1165
2791,1628,1165
2792,1629,1165
2793,1630,1165
2794,1630,1166
2795,1631,1166
2796,1632,1166
2797,1633,1166
2798,1634,1166
2799,1635,1166
2800,1636,1166
2801,1637,1166
2802,1638,1166
2803,1638,1167
2804,1639,1167
2805,1639,1168
2806,1639,1169
2807,1640,1169
2808,1641,1169
2809,1642,1169
2810,1643,1169
2811,1644,1169
2812,1645,1169
2813,1646,1169
2814,1647,1169
2815,1648,1169
2816,1648,1170
2817,1648,1171
2818,1649,1171
2819,1650,1171
2820,1651,1171
2821,1652,1171
2822,1653,1171
2823,1653,1172
2824,1653,1173
2825,1654,1173
2826,1655,1173
2827,1656,1173
2828,1657,1173
2829,1658,1173
2830,1658,1174
2831,1658,1175
2832,1659,1175
2833,1660,1175
2834,1661,1175
2835,1662,1175
2836,1663,1175
2837,1664,1175
2838,1664,1176
2839,1665,1176
2840,1666,1176
2841,1667,1176
2842,1668,1176
2843,1668,1177
2844,1669,1177
2845,1670,1177
2846,1671,1177
2847,1672,1177
2848,1673,1177
2849,1674,1177
2850,1674,1178
2851,1675,1178
2852,1676,1178
2853,1677,1178
2854,1677,1179
2855,1677,1180
2856,1678,1180
2857,1679,1180
2858,1680,1180
2859,1681,1180
2860,1682,1180
2861,1682,1181
2862,1682,1182
2863,1683,1182
2864,1684,1182
2865,1685,1182
2866,1686,1182
2867,1687,1182
2868,1688,1182
2869,1689,1182
2870,1690,1182
2871,1691,1182
2872,1692,1182
2873,1692,1183
2874,1693,1183
2875,1694,1183
2876,1695,1183
2877,1696,1183
2878,1697,1183
2879,1698,1183
2880,1699,1183
2881,1700,1183
2882,1701,1183
2883,1702,1183
2884,1702,1184
2885,1702,1185
2886,1703,1185
2887,1704,1185
2888,1705,1185
2889,1705,1186
2890,1705,1187
2891,1706,1187
2892,1707,1187
2893,1707,1188
2894,1708,1188
2895,1708,1189
2896,1709,1189
2897,1710,1189
2898,1711,1189
2899,1712,1189
2900,1713,1189
2901,1714,1189
2902,1714,1190
2903,1714,1191
2904,1715,1191
2905,1716,1191
2906,1717,1191
2907,1718,1191
2908,1719,1191
2909,1720,1191
2910,1721,1191
2911,1722,1191
2912,1722,1192
2913,1722,1193
2914,1723,1193
2915,1724,1193
2916,1725,1193
2917,1726,1193
2918,1727,1193
2919,1727,1194
2920,1728,1194
2921,1729,1194
2922,1730,1194
2923,1730,1195
2924,1731,1195
2925,1731,1196
2926,1731,1197
2927,1732,1197
2928,1733,1197
2929,1733,1198
2930,1734,1198
2931,1735,1198
2932,1735,1199
2933,1735,1200
2934,1736,1200
2935,1736,1201
2936,1736,1202
2937,1736,1203
2938,1736,1204
2939,1736,1205
2940,1736,1206
2941,1736,1207
2942,1736,1208
2943,1737,1208
2944,1738,1208
2945,1739,1208
2946,1739,1209
2947,1739,1210
2948,1739,1211
2949,1740,1211
2950,1741,1211
2951,1742,1211
2952,1743,1211
2953,1744,1211
2954,1744,1212
2955,1745,1212
2956,1746,1212
2957,1747,1212
2958,1748,1212
2959,1749,1212
2960,1749,1213
2961,1749,1214
2962,1750,1214
2963,1750,1215
2964,1750,1216
2965,1751,1216
2966,1752,1216
2967,1753,1216
2968,1754,1216
2969,1754,1217
2970,1754,1218
2971,1755,1218
2972,1756,1218
2973,1756,1219
2974,1757,1219
2975,1758,1219
2976,1759,1219
2977,1760,1219
2978,1761,1219
2979,1762,1219
2980,1762,1220
2981,1763,1220
2982,1764,1220
2983,1765,1220
2984,1766,1220
2985,1767,1220
2986,1768,1220
2987,1769,1220
2988,1769,1221
2989,1769,1222
2990,1770,1222
2991,1771,1222
2992,1772,1222
2993,1772,1223
2994,1772,1224
2995,1773,1224
2996,1774,1224
2997,1775,1224
2998,1776,1224
2999,1777,1224
3000,1778,1224
3001,1778,1225
3002,1778,1226
3003,1779,1226
3004,1780,1226
3005,1781,1226
3006,1782,1226
3007,1783,1226
3008,1784,1226
3009,1785,1226
3010,1786,1226
3011,1786,1227
3012,1786,1228
3013,1787,1228
3014,1787,1229
3015,1788,1229
3016,1788,1230
3017,1789,1230
3018,1789,1231
3019,1789,1232
3020,1790,1232
3021,1791,1232
3022,1792,1232
3023,1792,1233
3024,1792,1234
3025,1793,1234
3026,1794,1234
3027,1795,1234
3028,1796,1234
3029,1796,1235
3030,1797,1235
3031,1797,1236
3032,1798,1236
3033,1798,1237
3034,1798,1238
3035,1799,1238
3036,1800,1238
3037,1800,1239
3038,1801,1239
3039,1801,1240
3040,1802,1240
3041,1803,1240
3042,1804,1240
3043,1805,1240
3044,1806,1240
3045,1807,1240
3046,1808,1240
3047,1809,1240
3048,1810,1240
3049,1811,1240
3050,1811,1241
3051,1812,1241
3052,1812,1242
3053,1813,1242
3054,1814,1242
3055,1815,1242
3056,1816,1242
3057,1817,1242
3058,1818,1242
3059,1819,1242
3060,1820,1242
3061,1821,1242
3062,1821,1243
3063,1822,1243
3064,1823,1243
3065,1824,1243
3066,1824,1244
3067,1825,1244
3068,1826,1244
3069,1827,1244
3070,1828,1244
3071,1829,1244
3072,1830,1244
3073,1830,1245
3074,1830,1246
3075,1831,1246
3076,1832,1246
3077,1833,1246
3078,1834,1246
3079,1835,1246
3080,1835,1247
3081,1835,1248
3082,1836,1248
3083,1837,1248
3084,1837,1249
3085,1838,1249
3086,1839,1249
3087,1839,1250
3088,1840,1250
3089,1841,1250
3090,1841,1251
3091,1842,1251
3092,1843,1251
3093,1844,1251
3094,1845,1251
3095,1846,1251
3096,1846,1252
3097,1847,1252
3098,1848,1252
3099,1849,1252
3100,1850,1252
3101,1851,1252
3102,1852,1252
3103,1853,1252
3104,1854,1252
3105,1855,1252
3106,1856,1252
3107,1856,1253
3108,1857,1253
3109,1858,1253
3110,1858,1254
3111,1858,1255
3112,1859,1255
3113,1860,1255
3114,1861,1255
3115,1862,1255
3116,1863,1255
3117,1864,1255
3118,1865,1255
3119,1865,1256
3120,1865,1257
3121,1866,1257
3122,1867,1257
3123,1868,1257
3124,1869,1257
3125,1870,1257
3126,1870,1258
3127,1871,1258
3128,1871,1259
3129,1872,1259
3130,1873,1259
3131,1874,1259
3132,1874,1260
3133,1875,1260
3134,1876,1260
3135,1876,1261
3136,1876,1262
3137,1876,1263
3138,1876,1264
3139,1876,1265
3140,1876,1266
3141,1877,1266
3142,1878,1266
3143,1879,1266
3144,1880,1266
3145,1880,1267
3146,1880,1268
3147,1881,1268
3148,1882,1268
3149,1882,1269
3150,1882,1270
3151,1882,1271
3152,1882,1272
3153,1883,1272
3154,1884,1272
3155,1885,1272
3156,1885,1273
3157,1885,1274
3158,1886,1274
3159,1887,1274
3160,1888,1274
3161,1889,1274
3162,1890,1274
3163,1890,1275
3164,1891,1275
3165,1891,1276
3166,1892,1276
3167,1892,1277
3168,1893,1277
3169,1894,1277
3170,1895,1277
3171,1896,1277
3172,1897,1277
3173,1898,1277
3174,1899,1277
3175,1900,1277
3176,1900,1278
3177,1901,1278
3178,1901,1279
3179,1902,1279
3180,1903,1279
3181,1904,1279
3182,1904,1280
3183,1904,1281
3184,1904,1282
3185,1905,1282
3186,1905,1283
3187,1906,1283
3188,1906,1284
3189,1906,1285
3190,1907,1285
3191,1908,1285
3192,1909,1285
3193,1910,1285
3194,1911,1285
3195,1912,1285
3196,1912,1286
3197,1913,1286
3198,1914,1286
3199,1915,1286
3200,1916,1286
3201,1916,1287
3202,1916,1288
3203,1916,1289
3204,1917,1289
3205,1918,1289
3206,1918,1290
3207,1919,1290
3208,1919,1291
3209,1920,1291
3210,1921,1291
3211,1922,1291
3212,1922,1292
3213,1923,1292
3214,1923,1293
3215,1924,1293
3216,1924,1294
3217,1924,1295
3218,1924,1296
3219,1925,1296
3220,1926,1296
3221,1926,1297
3222,1927,1297
3223,1928,1297
3224,1928,1298
3225,1928,1299
3226,1928,1300
3227,1928,1301
3228,1928,1302
3229,1928,1303
3230,1929,1303
3231,1929,1304
3232,1930,1304
3233,1930,1305
3234,1930,1306
3235,1930,1307
3236,1931,1307
3237,1931,1308
3238,1931,1309
3239,1931,1310
3240,1932,1310
3241,1932,1311
3242,1933,1311
3243,1934,1311
3244,1935,1311
3245,1935,1312
3246,1936,1312
3247,1937,1312
3248,1937,1313
3249,1938,1313
3250,1939,1313
3251,1940,1313
3252,1941,1313
3253,1941,1314
3254,1942,1314
3255,1943,1314
3256,1943,1315
3257,1944,1315
3258,1944,1316
3259,1944,1317
3260,1944,1318
3261,1944,1319
3262,1945,1319
3263,1946,1319
3264,1946,1320
3265,1946,1321
3266,1946,1322
3267,1946,1323
3268,1947,1323
3269,1948,1323
3270,1949,1323
3271,1950,1323
3272,1951,1323
3273,1952,1323
3274,1952,1324
3275,1953,1324
3276,1954,1324
3277,1954,1325
3278,1955,1325
3279,1956,1325
3280,1956,1326
3281,1956,1327
3282,1957,1327
3283,1958,1327
3284,1959,1327
3285,1959,1328
3286,1960,1328
3287,1961,1328
3288,1961,1329
3289,1962,1329
3290,1963,1329
3291,1963,1330
3292,1963,1331
3293,1963,1332
3294,1964,1332
3295,1965,1332
3296,1965,1333
3297,1965,1334
3298,1965,1335
3299,1966,1335
3300,1967,1335
3301,1968,1335
3302,1968,1336
3303,1969,1336
3304,1969,1337
3305,1969,1338
3306,1969,1339
3307,1969,1340
3308,1970,1340
3309,1971,1340
3310,1972,1340
3311,1973,1340
3312,1973,1341
3313,1973,1342
3314,1973,1343
3315,1973,1344
3316,1974,1344
3317,1975,1344
3318,1976,1344
3319,1976,1345
3320,1976,1346
3321,1976,1347
3322,1977,1347
3323,1978,1347
3324,1979,1347
3325,1980,1347
3326,1981,1347
3327,1981,1348
3328,1982,1348
3329,1982,1349
3330,1982,1350
3331,1983,1350
3332,1983,1351
3333,1984,1351
3334,1985,1351
3335,1986,1351
3336,1987,1351
3337,1988,1351
3338,1988,1352
3339,1988,1353
3340,1989,1353
3341,1989,1354
3342,1990,1354
3343,1990,1355
3344,1991,1355
3345,1991,1356
3346,1992,1356
3347,1992,1357
3348,1993,1357
3349,1993,1358
3350,1993,1359
3351,1993,1360
3352,1993,1361
3353,1994,1361
3354,1995,1361
3355,1995,1362
3356,1996,1362
3357,1996,1363
3358,1997,1363
3359,1998,1363
3360,1999,1363
3361,2000,1363
3362,2001,1363
3363,2002,1363
3364,2002,1364
3365,2003,1364
3366,2003,1365
3367,2004,1365
3368,2004,1366
3369,2005,1366
3370,2006,1366
3371,2006,1367
3372,2006,1368
3373,2007,1368
3374,2007,1369
3375,2008,1369
3376,2008,1370
3377,2008,1371
3378,2008,1372
3379,2008,1373
3380,2009,1373
3381,2010,1373
3382,2010,1374
3383,2011,1374
3384,2011,1375
3385,2012,1375
3386,2012,1376
3387,2013,1376
3388,2013,1377
3389,2014,1377
3390,2014,1378
3391,2015,1378
3392,2015,1379
3393,2016,1379
3394,2017,1379
3395,2018,1379
3396,2019,1379
3397,2019,1380
3398,2020,1380
3399,2021,1380
3400,2022,1380
3401,2022,1381
3402,2022,1382
3403,2023,1382
3404,2024,1382
3405,2024,1383
3406,2025,1383
3407,2025,1384
3408,2025,1385
3409,2026,1385
3410,2027,1385
3411,2027,1386
3412,2028,1386
3413,2028,1387
3414,2029,1387
3415,2030,1387
3416,2030,1388
3417,2031,1388
3418,2031,1389
3419,2032,1389
3420,2032,1390
3421,2032,1391
3422,2032,1392
3423,2032,1393
3424,2033,1393
3425,2034,1393
3426,2035,1393
3427,2036,1393
3428,2036,1394
3429,2037,1394
3430,2038,1394
3431,2038,1395
3432,2039,1395
3433,2039,1396
3434,2040,1396
3435,2041,1396
3436,2042,1396
3437,2043,1396
3438,2043,1397
3439,2043,1398
3440,2044,1398
3441,2045,1398
3442,2046,1398
3443,2046,1399
3444,2047,1399
3445,2048,1399
3446,2049,1399
3447,2050,1399
3448,2050,1400
3449,2051,1400
3450,2051,1401
3451,2051,1402
3452,2052,1402
3453,2052,1403
3454,2052,1404
3455,2052,1405
3456,2052,1406
3457,2052,1407
3458,2053,1407
3459,2054,1407
3460,2054,1408
3461,2055,1408
3462,2055,1409
3463,2055,1410
3464,2056,1410
3465,2056,1411
3466,2057,1411
3467,2058,1411
3468,2058,1412
3469,2059,1412
3470,2060,1412
3471,2060,1413
3472,2060,1414
3473,2060,1415
3474,2060,1416
3475,2060,1417
3476,2060,1418
3477,2060,1419
3478,2060,1420
3479,2061,1420
3480,2061,1421
3481,2061,1422
3482,2061,1423
3483,2062,1423
3484,2062,1424
3485,2062,1425
3486,2063,1425
3487,2064,1425
3488,2064,1426
3489,2065,1426
3490,2065,1427
3491,2065,1428
3492,2066,1428
3493,2067,1428
3494,2067,1429
3495,2067,1430
3496,2068,1430
3497,2069,1430
3498,2069,1431
3499,2070,1431
3500,2070,1432
3501,2071,1432
3502,2072,1432
3503,2073,1432
3504,2074,1432
3505,2075,1432
3506,2075,1433
3507,2076,1433
3508,2077,1433
3509,2078,1433
3510,2079,1433
3511,2080,1433
3512,2080,1434
3513,2081,1434
3514,2081,1435
3515,2082,1435
3516,2082,1436
3517,2082,1437
3518,2082,1438
3519,2083,1438
3520,2083,1439
3521,2084,1439
3522,2084,1440
3523,2084,1441
3524,2085,1441
3525,2086,1441
3526,2087,1441
3527,2088,1441
3528,2088,1442
3529,2088,1443
3530,2089,1443
3531,2090,1443
3532,2091,1443
3533,2092,1443
3534,2092,1444
3535,2092,1445
3536,2092,1446
3537,2092,1447
3538,2093,1447
3539,2094,1447
3540,2095,1447
3541,2095,1448
3542,2096,1448
3543,2096,1449
3544,2097,1449
3545,2098,1449
3546,2098,1450
3547,2099,1450
3548,2099,1451
3549,2099,1452
3550,2099,1453
3551,2100,1453
3552,2101,1453
3553,2101,1454
3554,2102,1454
3555,2103,1454
3556,2103,1455
3557,2104,1455
3558,2104,1456
3559,2105,1456
3560,2105,1457
3561,2105,1458
3562,2105,1459
3563,2105,1460
3564,2106,1460
3565,2106,1461
3566,2107,1461
3567,2108,1461
3568,2109,1461
3569,2110,1461
3570,2110,1462
3571,2110,1463
3572,2111,1463
3573,2112,1463
3574,2112,1464
3575,2113,1464
3576,2113,1465
3577,2113,1466
3578,2114,1466
3579,2114,1467
3580,2115,1467
3581,2115,1468
3582,2115,1469
3583,2116,1469
3584,2117,1469
3585,2118,1469
3586,2119,1469
3587,2119,1470
3588,2120,1470
3589,2121,1470
3590,2121,1471
3591,2121,1472
3592,2122,1472
3593,2122,1473
3594,2123,1473
3595,2123,1474
3596,2124,1474
3597,2125,1474
3598,2125,1475
3599,2125,1476
3600,2126,1476
3601,2126,1477
3602,2126,1478
3603,2127,1478
3604,2128,1478
3605,2128,1479
3606,2129,1479
3607,2129,1480
3608,2130,1480
3609,2131,1480
3610,2131,1481
3611,2132,1481
3612,2132,1482
3613,2132,1483
3614,2132,1484
3615,2133,1484
3616,2133,1485
3617,2134,1485
3618,2134,1486
3619,2134,1487
3620,2135,1487
3621,2136,1487
3622,2136,1488
3623,2137,1488
3624,2138,1488
3625,2138,1489
3626,2139,1489
3627,2139,1490
3628,2140,1490
3629,2141,1490
3630,2141,1491
3631,2142,1491
3632,2142,1492
3633,2143,1492
3634,2144,1492
3635,2145,1492
3636,2145,1493
3637,2145,1494
3638,2146,1494
3639,2146,1495
3640,2146,1496
3641,2146,1497
3642,2147,1497
3643,2148,1497
3644,2148,1498
3645,2149,1498
3646,2149,1499
3647,2150,1499
3648,2150,1500
3649,2151,1500
3650,2152,1500
3651,2152,1501
3652,2152,1502
3653,2153,1502
3654,2154,1502
3655,2154,1503
3656,2154,1504
3657,2154,1505
3658,2155,1505
3659,2155,1506
