,agent,opponent
3660,2156,1506
3661,2156,1507
3662,2157,1507
3663,2158,1507
3664,2159,1507
3665,2160,1507
3666,2161,1507
3667,2162,1507
3668,2162,1508
3669,2163,1508
3670,2163,1509
3671,2163,1510
3672,2164,1510
3673,2165,1510
3674,2166,1510
3675,2166,1511
3676,2166,1512
3677,2166,1513
3678,2166,1514
3679,2166,1515
3680,2167,1515
3681,2167,1516
3682,2167,1517
3683,2168,1517
3684,2169,1517
3685,2170,1517
3686,2171,1517
3687,2171,1518
3688,2172,1518
3689,2172,1519
3690,2173,1519
3691,2174,1519
3692,2174,1520
3693,2174,1521
3694,2174,1522
3695,2175,1522
3696,2176,1522
3697,2176,1523
3698,2176,1524
3699,2176,1525
3700,2177,1525
3701,2178,1525
3702,2178,1526
3703,2178,1527
3704,2179,1527
3705,2180,1527
3706,2180,1528
3707,2180,1529
3708,2181,1529
3709,2181,1530
3710,2182,1530
3711,2183,1530
3712,2183,1531
3713,2183,1532
3714,2184,1532
3715,2185,1532
3716,2185,1533
3717,2186,1533
3718,2186,1534
3719,2186,1535
3720,2186,1536
3721,2186,1537
3722,2187,1537
3723,2187,1538
3724,2187,1539
3725,2187,1540
3726,2187,1541
3727,2187,1542
3728,2187,1543
3729,2188,1543
3730,2188,1544
3731,2188,1545
3732,2189,1545
3733,2189,1546
3734,2190,1546
3735,2190,1547
3736,2190,1548
3737,2190,1549
3738,2191,1549
3739,2191,1550
3740,2191,1551
3741,2191,1552
3742,2192,1552
3743,2192,1553
3744,2193,1553
3745,2193,1554
3746,2193,1555
3747,2193,1556
3748,2193,1557
3749,2193,1558
3750,2193,1559
3751,2194,1559
3752,2194,1560
3753,2195,1560
3754,2195,1561
3755,2196,1561
3756,2196,1562
3757,2196,1563
3758,2197,1563
3759,2198,1563
3760,2198,1564
3761,2198,1565
3762,2198,1566
3763,2198,1567
3764,2199,1567
3765,2199,1568
3766,2200,1568
3767,2200,1569
3768,2201,1569
3769,2202,1569
3770,2203,1569
3771,2203,1570
3772,2203,1571
3773,2204,1571
3774,2205,1571
3775,2206,1571
3776,2206,1572
3777,2206,1573
3778,2207,1573
3779,2207,1574
3780,2208,1574
3781,2208,1575
3782,2208,1576
3783,2209,1576
3784,2209,1577
3785,2210,1577
3786,2210,1578
3787,2210,1579
3788,2210,1580
3789,2211,1580
3790,2212,1580
3791,2213,1580
3792,2213,1581
3793,2213,1582
3794,2213,1583
3795,2214,1583
3796,2214,1584
3797,2215,1584
3798,2215,1585
3799,2216,1585
3800,2217,1585
3801,2218,1585
3802,2219,1585
3803,2220,1585
3804,2220,1586
3805,2220,1587
3806,2221,1587
3807,2221,1588
3808,2221,1589
3809,2221,1590
3810,2221,1591
3811,2221,1592
3812,2221,1593
3813,2221,1594
3814,2222,1594
3815,2222,1595
3816,2222,1596
3817,2223,1596
3818,2223,1597
3819,2224,1597
3820,2224,1598
3821,2224,1599
3822,2225,1599
3823,2226,1599
3824,2226,1600
3825,2226,1601
3826,2226,1602
3827,2226,1603
3828,2226,1604
3829,2227,1604
3830,2227,1605
3831,2228,1605
3832,2228,1606
3833,2229,1606
3834,2230,1606
3835,2231,1606
3836,2232,1606
3837,2232,1607
3838,2232,1608
3839,2232,1609
3840,2232,1610
3841,2232,1611
3842,2233,1611
3843,2234,1611
3844,2235,1611
3845,2236,1611
3846,2237,1611
3847,2238,1611
3848,2238,1612
3849,2238,1613
3850,2239,1613
3851,2239,1614
3852,2240,1614
3853,2240,1615
3854,2240,1616
3855,2241,1616
3856,2242,1616
3857,2242,1617
3858,2243,1617
3859,2244,1617
3860,2244,1618
3861,2245,1618
3862,2245,1619
3863,2245,1620
3864,2246,1620
3865,2247,1620
3866,2248,1620
3867,2249,1620
3868,2250,1620
3869,2250,1621
3870,2251,1621
3871,2251,1622
3872,2252,1622
3873,2252,1623
3874,2253,1623
3875,2253,1624
3876,2254,1624
3877,2254,1625
3878,2255,1625
3879,2255,1626
3880,2255,1627
3881,2256,1627
3882,2256,1628
3883,2256,1629
3884,2257,1629
3885,2257,1630
3886,2257,1631
3887,2257,1632
3888,2258,1632
3889,2259,1632
3890,2259,1633
3891,2260,1633
3892,2260,1634
3893,2260,1635
3894,2260,1636
3895,2260,1637
3896,2261,1637
3897,2261,1638
3898,2261,1639
3899,2261,1640
3900,2261,1641
3901,2261,1642
3902,2261,1643
3903,2262,1643
3904,2262,1644
3905,2262,1645
3906,2263,1645
3907,2263,1646
3908,2264,1646
3909,2264,1647
3910,2265,1647
3911,2266,1647
3912,2266,1648
3913,2266,1649
3914,2266,1650
3915,2267,1650
3916,2268,1650
3917,2268,1651
3918,2269,1651
3919,2270,1651
3920,2271,1651
3921,2272,1651
3922,2273,1651
3923,2273,1652
3924,2273,1653
3925,2273,1654
3926,2274,1654
3927,2274,1655
3928,2275,1655
3929,2276,1655
3930,2277,1655
3931,2278,1655
3932,2279,1655
3933,2280,1655
3934,2281,1655
3935,2281,1656
3936,2282,1656
3937,2282,1657
3938,2283,1657
3939,2283,1658
3940,2284,1658
3941,2284,1659
3942,2285,1659
3943,2285,1660
3944,2285,1661
3945,2285,1662
3946,2286,1662
3947,2287,1662
3948,2287,1663
3949,2287,1664
3950,2287,1665
3951,2288,1665
3952,2289,1665
3953,2289,1666
3954,2289,1667
3955,2289,1668
3956,2290,1668
3957,2290,1669
3958,2290,1670
3959,2291,1670
3960,2291,1671
3961,2291,1672
3962,2292,1672
3963,2292,1673
3964,2292,1674
3965,2293,1674
3966,2294,1674
3967,2295,1674
3968,2296,1674
3969,2296,1675
3970,2297,1675
3971,2297,1676
3972,2297,1677
3973,2297,1678
3974,2298,1678
3975,2299,1678
3976,2299,1679
3977,2299,1680
3978,2299,1681
3979,2299,1682
3980,2299,1683
3981,2299,1684
3982,2300,1684
3983,2301,1684
3984,2302,1684
3985,2302,1685
3986,2303,1685
3987,2303,1686
3988,2303,1687
3989,2304,1687
3990,2305,1687
3991,2306,1687
3992,2306,1688
3993,2306,1689
3994,2307,1689
3995,2308,1689
3996,2309,1689
3997,2310,1689
3998,2310,1690
3999,2310,1691
4000,2311,1691
4001,2312,1691
4002,2313,1691
4003,2314,1691
4004,2315,1691
4005,2316,1691
4006,2316,1692
4007,2316,1693
4008,2316,1694
4009,2317,1694
4010,2318,1694
4011,2319,1694
4012,2320,1694
4013,2320,1695
4014,2320,1696
4015,2321,1696
4016,2322,1696
4017,2323,1696
4018,2324,1696
4019,2325,1696
4020,2325,1697
4021,2326,1697
4022,2326,1698
4023,2327,1698
4024,2327,1699
4025,2327,1700
4026,2328,1700
4027,2329,1700
4028,2329,1701
4029,2329,1702
4030,2330,1702
4031,2330,1703
4032,2331,1703
4033,2331,1704
4034,2332,1704
4035,2333,1704
4036,2333,1705
4037,2333,1706
4038,2334,1706
4039,2334,1707
4040,2334,1708
4041,2335,1708
4042,2335,1709
4043,2335,1710
4044,2335,1711
4045,2335,1712
4046,2336,1712
4047,2336,1713
4048,2337,1713
4049,2337,1714
4050,2338,1714
4051,2338,1715
4052,2339,1715
4053,2340,1715
4054,2340,1716
4055,2340,1717
4056,2340,1718
4057,2340,1719
4058,2340,1720
4059,2341,1720
4060,2341,1721
4061,2341,1722
4062,2342,1722
4063,2343,1722
4064,2343,1723
4065,2344,1723
4066,2345,1723
4067,2346,1723
4068,2346,1724
4069,2347,1724
4070,2347,1725
4071,2348,1725
4072,2348,1726
4073,2348,1727
4074,2348,1728
4075,2349,1728
4076,2350,1728
4077,2351,1728
4078,2352,1728
4079,2352,1729
4080,2353,1729
4081,2353,1730
4082,2353,1731
4083,2354,1731
4084,2355,1731
4085,2355,1732
4086,2355,1733
4087,2356,1733
4088,2357,1733
4089,2357,1734
4090,2358,1734
4091,2358,1735
4092,2358,1736
4093,2359,1736
4094,2359,1737
4095,2359,1738
4096,2359,1739
4097,2359,1740
4098,2359,1741
4099,2359,1742
4100,2360,1742
4101,2360,1743
4102,2360,1744
4103,2361,1744
4104,2361,1745
4105,2361,1746
4106,2361,1747
4107,2361,1748
4108,2361,1749
4109,2362,1749
4110,2362,1750
4111,2363,1750
4112,2363,1751
4113,2363,1752
4114,2364,1752
4115,2365,1752
4116,2365,1753
4117,2366,1753
4118,2367,1753
4119,2367,1754
4120,2368,1754
4121,2368,1755
4122,2368,1756
4123,2368,1757
4124,2369,1757
4125,2370,1757
4126,2370,1758
4127,2371,1758
4128,2371,1759
4129,2372,1759
4130,2372,1760
4131,2373,1760
4132,2373,1761
4133,2374,1761
4134,2375,1761
4135,2376,1761
4136,2376,1762
4137,2376,1763
4138,2377,1763
4139,2378,1763
4140,2379,1763
4141,2379,1764
4142,2379,1765
4143,2380,1765
4144,2380,1766
4145,2381,1766
4146,2382,1766
4147,2383,1766
4148,2384,1766
4149,2385,1766
4150,2385,1767
4151,2386,1767
4152,2386,1768
4153,2386,1769
4154,2387,1769
4155,2388,1769
4156,2389,1769
4157,2390,1769
4158,2391,1769
4159,2392,1769
4160,2392,1770
4161,2393,1770
4162,2393,1771
4163,2394,1771
4164,2394,1772
4165,2395,1772
4166,2396,1772
4167,2396,1773
4168,2397,1773
4169,2398,1773
4170,2399,1773
4171,2399,1774
4172,2399,1775
4173,2399,1776
4174,2399,1777
4175,2399,1778
4176,2400,1778
4177,2401,1778
4178,2401,1779
4179,2401,1780
4180,2402,1780
4181,2403,1780
4182,2404,1780
4183,2405,1780
4184,2405,1781
4185,2405,1782
4186,2406,1782
4187,2406,1783
4188,2406,1784
4189,2406,1785
4190,2406,1786
4191,2407,1786
4192,2408,1786
4193,2409,1786
4194,2410,1786
4195,2411,1786
4196,2411,1787
4197,2412,1787
4198,2412,1788
4199,2413,1788
4200,2414,1788
4201,2414,1789
4202,2414,1790
4203,2414,1791
4204,2414,1792
4205,2414,1793
4206,2415,1793
4207,2415,1794
4208,2416,1794
4209,2417,1794
4210,2417,1795
4211,2417,1796
4212,2417,1797
4213,2417,1798
4214,2418,1798
4215,2418,1799
4216,2418,1800
4217,2419,1800
4218,2419,1801
4219,2420,1801
4220,2421,1801
4221,2421,1802
4222,2422,1802
4223,2423,1802
4224,2423,1803
4225,2423,1804
4226,2424,1804
4227,2425,1804
4228,2426,1804
4229,2427,1804
4230,2427,1805
4231,2427,1806
4232,2428,1806
4233,2428,1807
4234,2429,1807
4235,2430,1807
4236,2430,1808
4237,2431,1808
4238,2432,1808
4239,2432,1809
4240,2433,1809
4241,2434,1809
4242,2434,1810
4243,2434,1811
4244,2435,1811
4245,2436,1811
4246,2437,1811
4247,2438,1811
4248,2439,1811
4249,2440,1811
4250,2441,1811
4251,2442,1811
4252,2443,1811
4253,2444,1811
4254,2445,1811
4255,2445,1812
4256,2445,1813
4257,2446,1813
4258,2447,1813
4259,2448,1813
4260,2449,1813
4261,2450,1813
4262,2451,1813
4263,2452,1813
4264,2453,1813
4265,2453,1814
4266,2453,1815
4267,2454,1815
4268,2455,1815
4269,2456,1815
4270,2457,1815
4271,2458,1815
4272,2458,1816
4273,2459,1816
4274,2460,1816
4275,2460,1817
4276,2461,1817
4277,2462,1817
4278,2462,1818
4279,2462,1819
4280,2463,1819
4281,2464,1819
4282,2464,1820
4283,2465,1820
4284,2466,1820
4285,2466,1821
4286,2467,1821
4287,2467,1822
4288,2467,1823
4289,2468,1823
4290,2469,1823
4291,2470,1823
4292,2471,1823
4293,2471,1824
4294,2471,1825
4295,2472,1825
4296,2473,1825
4297,2473,1826
4298,2474,1826
4299,2475,1826
4300,2476,1826
4301,2477,1826
4302,2478,1826
4303,2479,1826
4304,2480,1826
4305,2481,1826
4306,2481,1827
4307,2482,1827
4308,2483,1827
4309,2483,1828
4310,2483,1829
4311,2484,1829
4312,2485,1829
4313,2486,1829
4314,2487,1829
4315,2488,1829
4316,2489,1829
4317,2490,1829
4318,2491,1829
4319,2492,1829
4320,2493,1829
4321,2494,1829
4322,2495,1829
4323,2496,1829
4324,2497,1829
4325,2497,1830
4326,2498,1830
4327,2499,1830
4328,2500,1830
4329,2501,1830
4330,2502,1830
4331,2503,1830
4332,2504,1830
4333,2505,1830
4334,2505,1831
4335,2506,1831
4336,2507,1831
4337,2508,1831
4338,2509,1831
4339,2510,1831
4340,2511,1831
4341,2512,1831
4342,2513,1831
4343,2513,1832
4344,2513,1833
4345,2514,1833
4346,2514,1834
4347,2515,1834
4348,2516,1834
4349,2517,1834
4350,2518,1834
4351,2519,1834
4352,2520,1834
4353,2521,1834
4354,2522,1834
4355,2522,1835
4356,2523,1835
4357,2524,1835
4358,2525,1835
4359,2526,1835
4360,2527,1835
4361,2528,1835
4362,2528,1836
4363,2529,1836
4364,2530,1836
4365,2531,1836
4366,2532,1836
4367,2533,1836
4368,2534,1836
4369,2535,1836
4370,2536,1836
4371,2537,1836
4372,2538,1836
4373,2538,1837
4374,2539,1837
4375,2540,1837
4376,2540,1838
4377,2540,1839
4378,2541,1839
4379,2542,1839
4380,2543,1839
4381,2544,1839
4382,2545,1839
4383,2546,1839
4384,2547,1839
4385,2547,1840
4386,2548,1840
4387,2549,1840
4388,2549,1841
4389,2550,1841
4390,2551,1841
4391,2552,1841
4392,2553,1841
4393,2554,1841
4394,2554,1842
4395,2554,1843
4396,2555,1843
4397,2556,1843
4398,2557,1843
4399,2558,1843
4400,2559,1843
4401,2559,1844
4402,2560,1844
4403,2561,1844
4404,2561,1845
4405,2561,1846
4406,2562,1846
4407,2563,1846
4408,2564,1846
4409,2564,1847
4410,2564,1848
4411,2565,1848
4412,2566,1848
4413,2566,1849
4414,2566,1850
4415,2567,1850
4416,2568,1850
4417,2568,1851
4418,2569,1851
4419,2570,1851
4420,2571,1851
4421,2572,1851
4422,2573,1851
4423,2574,1851
4424,2575,1851
4425,2576,1851
4426,2576,1852
4427,2576,1853
4428,2577,1853
4429,2578,1853
4430,2579,1853
4431,2580,1853
4432,2581,1853
4433,2582,1853
4434,2583,1853
4435,2584,1853
4436,2585,1853
4437,2586,1853
4438,2587,1853
4439,2588,1853
4440,2589,1853
4441,2589,1854
4442,2590,1854
4443,2591,1854
4444,2592,1854
4445,2593,1854
4446,2593,1855
4447,2594,1855
4448,2595,1855
4449,2595,1856
4450,2595,1857
4451,2595,1858
4452,2596,1858
4453,2597,1858
4454,2598,1858
4455,2599,1858
4456,2600,1858
4457,2601,1858
4458,2601,1859
4459,2601,1860
4460,2601,1861
4461,2602,1861
4462,2603,1861
4463,2604,1861
4464,2604,1862
4465,2604,1863
4466,2605,1863
4467,2606,1863
4468,2607,1863
4469,2607,1864
4470,2608,1864
4471,2608,1865
4472,2609,1865
4473,2610,1865
4474,2611,1865
4475,2612,1865
4476,2613,1865
4477,2614,1865
4478,2614,1866
4479,2615,1866
4480,2616,1866
4481,2616,1867
4482,2617,1867
4483,2618,1867
4484,2619,1867
4485,2620,1867
4486,2621,1867
4487,2622,1867
4488,2623,1867
4489,2623,1868
4490,2624,1868
4491,2625,1868
4492,2625,1869
4493,2625,1870
4494,2625,1871
4495,2626,1871
4496,2626,1872
4497,2627,1872
4498,2627,1873
4499,2627,1874
4500,2628,1874
4501,2629,1874
4502,2630,1874
4503,2631,1874
4504,2631,1875
4505,2631,1876
4506,2632,1876
4507,2633,1876
4508,2634,1876
4509,2634,1877
4510,2634,1878
4511,2634,1879
4512,2634,1880
4513,2635,1880
4514,2636,1880
4515,2636,1881
4516,2636,1882
4517,2637,1882
4518,2638,1882
4519,2638,1883
4520,2638,1884
4521,2639,1884
4522,2640,1884
4523,2641,1884
4524,2642,1884
4525,2642,1885
4526,2643,1885
4527,2644,1885
4528,2644,1886
4529,2644,1887
4530,2645,1887
4531,2645,1888
4532,2646,1888
4533,2647,1888
4534,2648,1888
4535,2649,1888
4536,2650,1888
4537,2651,1888
4538,2652,1888
4539,2652,1889
4540,2653,1889
4541,2653,1890
4542,2654,1890
4543,2654,1891
4544,2655,1891
4545,2656,1891
4546,2656,1892
4547,2657,1892
4548,2658,1892
4549,2659,1892
4550,2660,1892
4551,2661,1892
4552,2662,1892
4553,2662,1893
4554,2663,1893
4555,2664,1893
4556,2665,1893
4557,2665,1894
4558,2666,1894
4559,2667,1894
4560,2668,1894
4561,2669,1894
4562,2670,1894
4563,2671,1894
4564,2672,1894
4565,2673,1894
4566,2674,1894
4567,2675,1894
4568,2676,1894
4569,2676,1895
4570,2676,1896
4571,2677,1896
4572,2678,1896
4573,2679,1896
4574,2680,1896
4575,2681,1896
4576,2682,1896
4577,2683,1896
4578,2684,1896
4579,2685,1896
4580,2685,1897
4581,2685,1898
4582,2686,1898
4583,2687,1898
4584,2688,1898
4585,2688,1899
4586,2689,1899
4587,2690,1899
4588,2691,1899
4589,2692,1899
4590,2693,1899
4591,2693,1900
4592,2694,1900
4593,2695,1900
4594,2695,1901
4595,2695,1902
4596,2695,1903
4597,2696,1903
4598,2697,1903
4599,2698,1903
4600,2699,1903
4601,2700,1903
4602,2701,1903
4603,2702,1903
4604,2703,1903
4605,2704,1903
4606,2705,1903
4607,2706,1903
4608,2707,1903
4609,2708,1903
4610,2709,1903
4611,2709,1904
4612,2710,1904
4613,2710,1905
4614,2711,1905
4615,2712,1905
4616,2713,1905
4617,2714,1905
4618,2715,1905
4619,2716,1905
4620,2717,1905
4621,2718,1905
4622,2719,1905
4623,2720,1905
4624,2720,1906
4625,2720,1907
4626,2721,1907
4627,2722,1907
4628,2722,1908
4629,2723,1908
4630,2724,1908
4631,2725,1908
4632,2726,1908
4633,2727,1908
4634,2727,1909
4635,2728,1909
4636,2729,1909
4637,2729,1910
4638,2729,1911
4639,2730,1911
4640,2731,1911
4641,2732,1911
4642,2733,1911
4643,2733,1912
4644,2733,1913
4645,2734,1913
4646,2735,1913
4647,2736,1913
4648,2737,1913
4649,2737,1914
4650,2738,1914
4651,2739,1914
4652,2740,1914
4653,2741,1914
4654,2742,1914
4655,2743,1914
4656,2744,1914
4657,2745,1914
4658,2746,1914
4659,2747,1914
4660,2748,1914
4661,2748,1915
4662,2748,1916
4663,2749,1916
4664,2750,1916
4665,2750,1917
4666,2750,1918
4667,2751,1918
4668,2752,1918
4669,2753,1918
4670,2754,1918
4671,2755,1918
4672,2755,1919
4673,2756,1919
4674,2757,1919
4675,2757,1920
4676,2758,1920
4677,2759,1920
4678,2760,1920
4679,2761,1920
4680,2761,1921
4681,2762,1921
4682,2763,1921
4683,2764,1921
4684,2764,1922
4685,2764,1923
4686,2765,1923
4687,2766,1923
4688,2767,1923
4689,2768,1923
4690,2769,1923
4691,2769,1924
4692,2769,1925
4693,2770,1925
4694,2771,1925
4695,2771,1926
4696,2772,1926
4697,2773,1926
4698,2774,1926
4699,2774,1927
4700,2775,1927
4701,2776,1927
4702,2776,1928
4703,2776,1929
4704,2776,1930
4705,2776,1931
4706,2777,1931
4707,2778,1931
4708,2779,1931
4709,2780,1931
4710,2780,1932
4711,2781,1932
4712,2782,1932
4713,2783,1932
4714,2784,1932
4715,2785,1932
4716,2786,1932
4717,2786,1933
4718,2787,1933
4719,2788,1933
4720,2788,1934
4721,2788,1935
4722,2789,1935
4723,2790,1935
4724,2791,1935
4725,2792,1935
4726,2792,1936
4727,2793,1936
4728,2794,1936
4729,2794,1937
4730,2794,1938
4731,2795,1938
4732,2796,1938
4733,2797,1938
4734,2798,1938
4735,2799,1938
4736,2800,1938
4737,2801,1938
4738,2802,1938
4739,2803,1938
4740,2804,1938
4741,2804,1939
4742,2805,1939
4743,2806,1939
4744,2807,1939
4745,2808,1939
4746,2809,1939
4747,2810,1939
4748,2811,1939
4749,2811,1940
4750,2812,1940
4751,2813,1940
4752,2813,1941
4753,2813,1942
4754,2814,1942
4755,2815,1942
4756,2816,1942
4757,2817,1942
4758,2818,1942
4759,2819,1942
4760,2820,1942
4761,2821,1942
4762,2822,1942
4763,2823,1942
4764,2824,1942
4765,2825,1942
4766,2826,1942
4767,2827,1942
4768,2828,1942
4769,2829,1942
4770,2829,1943
4771,2830,1943
4772,2831,1943
4773,2832,1943
4774,2833,1943
4775,2834,1943
4776,2835,1943
4777,2835,1944
4778,2836,1944
4779,2837,1944
4780,2838,1944
4781,2839,1944
4782,2840,1944
4783,2840,1945
4784,2841,1945
4785,2842,1945
4786,2843,1945
4787,2844,1945
4788,2844,1946
4789,2844,1947
4790,2845,1947
4791,2845,1948
4792,2845,1949
4793,2846,1949
4794,2847,1949
4795,2847,1950
4796,2847,1951
4797,2848,1951
4798,2849,1951
4799,2849,1952
4800,2849,1953
4801,2850,1953
4802,2851,1953
4803,2851,1954
4804,2851,1955
4805,2852,1955
4806,2853,1955
4807,2854,1955
4808,2855,1955
4809,2856,1955
4810,2857,1955
4811,2858,1955
4812,2859,1955
4813,2860,1955
4814,2860,1956
4815,2860,1957
4816,2861,1957
4817,2862,1957
4818,2862,1958
4819,2863,1958
4820,2864,1958
4821,2864,1959
4822,2864,1960
4823,2865,1960
4824,2866,1960
4825,2867,1960
4826,2868,1960
4827,2869,1960
4828,2870,1960
4829,2870,1961
4830,2870,1962
4831,2871,1962
4832,2872,1962
4833,2873,1962
4834,2874,1962
4835,2875,1962
4836,2875,1963
4837,2875,1964
4838,2876,1964
4839,2877,1964
4840,2878,1964
4841,2879,1964
4842,2880,1964
4843,2881,1964
4844,2882,1964
4845,2883,1964
4846,2884,1964
4847,2885,1964
4848,2886,1964
4849,2886,1965
4850,2886,1966
4851,2886,1967
4852,2887,1967
4853,2888,1967
4854,2889,1967
4855,2890,1967
4856,2891,1967
4857,2892,1967
4858,2893,1967
4859,2893,1968
4860,2893,1969
4861,2894,1969
4862,2895,1969
4863,2896,1969
4864,2897,1969
4865,2898,1969
4866,2898,1970
4867,2898,1971
4868,2899,1971
4869,2900,1971
4870,2901,1971
4871,2902,1971
4872,2903,1971
4873,2904,1971
4874,2905,1971
4875,2906,1971
4876,2907,1971
4877,2908,1971
4878,2909,1971
4879,2909,1972
4880,2910,1972
4881,2911,1972
4882,2912,1972
4883,2912,1973
4884,2913,1973
4885,2914,1973
4886,2914,1974
4887,2914,1975
4888,2915,1975
4889,2916,1975
4890,2916,1976
4891,2916,1977
4892,2917,1977
4893,2918,1977
4894,2918,1978
4895,2919,1978
4896,2920,1978
4897,2921,1978
4898,2922,1978
4899,2923,1978
4900,2924,1978
4901,2925,1978
4902,2926,1978
4903,2927,1978
4904,2927,1979
4905,2928,1979
4906,2929,1979
4907,2929,1980
4908,2929,1981
4909,2930,1981
4910,2931,1981
4911,2932,1981
4912,2933,1981
4913,2934,1981
4914,2935,1981
4915,2936,1981
4916,2936,1982
4917,2936,1983
4918,2937,1983
4919,2938,1983
4920,2939,1983
4921,2940,1983
4922,2940,1984
4923,2941,1984
4924,2942,1984
4925,2942,1985
4926,2943,1985
4927,2943,1986
4928,2943,1987
4929,2944,1987
4930,2945,1987
4931,2946,1987
4932,2946,1988
4933,2947,1988
4934,2948,1988
4935,2948,1989
4936,2949,1989
4937,2950,1989
4938,2950,1990
4939,2951,1990
4940,2952,1990
4941,2953,1990
4942,2953,1991
4943,2954,1991
4944,2955,1991
4945,2956,1991
4946,2957,1991
4947,2958,1991
4948,2959,1991
4949,2960,1991
4950,2961,1991
4951,2961,1992
4952,2962,1992
4953,2963,1992
4954,2964,1992
4955,2965,1992
4956,2966,1992
4957,2967,1992
4958,2967,1993
4959,2967,1994
4960,2968,1994
4961,2969,1994
4962,2970,1994
4963,2971,1994
4964,2971,1995
4965,2972,1995
4966,2973,1995
4967,2973,1996
4968,2974,1996
4969,2975,1996
4970,2975,1997
4971,2975,1998
4972,2975,1999
4973,2976,1999
4974,2976,2000
4975,2977,2000
4976,2978,2000
4977,2978,2001
4978,2979,2001
4979,2979,2002
4980,2980,2002
4981,2981,2002
4982,2982,2002
4983,2983,2002
4984,2984,2002
4985,2985,2002
4986,2985,2003
4987,2985,2004
4988,2986,2004
4989,2987,2004
4990,2988,2004
4991,2989,2004
4992,2990,2004
4993,2991,2004
4994,2992,2004
4995,2993,2004
4996,2994,2004
4997,2995,2004
4998,2996,2004
4999,2996,2005
5000,2997,2005
5001,2998,2005
5002,2999,2005
5003,3000,2005
5004,3001,2005
5005,3001,2006
5006,3002,2006
5007,3003,2006
5008,3003,2007
5009,3004,2007
5010,3004,2008
5011,3005,2008
5012,3006,2008
5013,3006,2009
5014,3007,2009
5015,3008,2009
5016,3008,2010
5017,3008,2011
5018,3009,2011
5019,3010,2011
5020,3010,2012
5021,3011,2012
5022,3012,2012
5023,3013,2012
5024,3014,2012
5025,3015,2012
5026,3016,2012
5027,3016,2013
5028,3016,2014
5029,3017,2014
5030,3018,2014
5031,3019,2014
5032,3020,2014
5033,3020,2015
5034,3021,2015
5035,3022,2015
5036,3023,2015
5037,3024,2015
5038,3025,2015
5039,3026,2015
5040,3026,2016
5041,3027,2016
5042,3028,2016
5043,3029,2016
5044,3030,2016
5045,3031,2016
5046,3031,2017
5047,3032,2017
5048,3033,2017
5049,3034,2017
5050,3034,2018
5051,3034,2019
5052,3035,2019
5053,3036,2019
5054,3037,2019
5055,3038,2019
5056,3039,2019
5057,3039,2020
5058,3040,2020
5059,3041,2020
5060,3042,2020
5061,3043,2020
5062,3044,2020
5063,3044,2021
5064,3044,2022
5065,3045,2022
5066,3046,2022
5067,3046,2023
5068,3047,2023
5069,3048,2023
5070,3049,2023
5071,3050,2023
5072,3051,2023
5073,3052,2023
5074,3053,2023
5075,3054,2023
5076,3055,2023
5077,3056,2023
5078,3057,2023
5079,3058,2023
5080,3059,2023
5081,3060,2023
5082,3061,2023
5083,3062,2023
5084,3062,2024
5085,3062,2025
5086,3063,2025
5087,3064,2025
5088,3065,2025
5089,3066,2025
5090,3067,2025
5091,3068,2025
5092,3069,2025
5093,3070,2025
5094,3070,2026
5095,3071,2026
5096,3072,2026
5097,3073,2026
5098,3074,2026
5099,3075,2026
5100,3075,2027
5101,3075,2028
5102,3076,2028
5103,3077,2028
5104,3078,2028
5105,3079,2028
5106,3080,2028
5107,3081,2028
5108,3082,2028
5109,3083,2028
5110,3084,2028
5111,3085,2028
5112,3085,2029
5113,3085,2030
5114,3086,2030
5115,3087,2030
5116,3087,2031
5117,3087,2032
5118,3088,2032
5119,3089,2032
5120,3090,2032
5121,3091,2032
5122,3092,2032
5123,3093,2032
5124,3094,2032
5125,3095,2032
5126,3096,2032
5127,3097,2032
5128,3098,2032
5129,3099,2032
5130,3100,2032
5131,3101,2032
5132,3101,2033
5133,3101,2034
5134,3102,2034
5135,3103,2034
5136,3104,2034
5137,3105,2034
5138,3106,2034
5139,3107,2034
5140,3108,2034
5141,3109,2034
5142,3110,2034
5143,3111,2034
5144,3112,2034
5145,3113,2034
5146,3114,2034
5147,3115,2034
5148,3116,2034
5149,3116,2035
5150,3117,2035
5151,3118,2035
5152,3118,2036
5153,3119,2036
5154,3120,2036
5155,3120,2037
5156,3120,2038
5157,3121,2038
5158,3122,2038
5159,3122,2039
5160,3122,2040
5161,3123,2040
5162,3124,2040
5163,3125,2040
5164,3126,2040
5165,3127,2040
5166,3127,2041
5167,3127,2042
5168,3128,2042
5169,3129,2042
5170,3130,2042
5171,3130,2043
5172,3130,2044
5173,3131,2044
5174,3132,2044
5175,3132,2045
5176,3132,2046
5177,3133,2046
5178,3134,2046
5179,3135,2046
5180,3136,2046
5181,3137,2046
5182,3138,2046
5183,3139,2046
5184,3140,2046
5185,3141,2046
5186,3142,2046
5187,3143,2046
5188,3143,2047
5189,3144,2047
5190,3145,2047
5191,3146,2047
5192,3147,2047
5193,3147,2048
5194,3148,2048
5195,3149,2048
5196,3150,2048
5197,3151,2048
5198,3151,2049
5199,3152,2049
5200,3153,2049
5201,3153,2050
5202,3154,2050
5203,3155,2050
5204,3155,2051
5205,3156,2051
5206,3157,2051
5207,3158,2051
5208,3159,2051
5209,3160,2051
5210,3160,2052
5211,3160,2053
5212,3160,2054
5213,3161,2054
